OrderID,OrderDate,CustomerID,CustomerName,State,ZipCode,ProductID,ProductName,Category,SKU,Quantity,UnitPrice,Discount,TotalPrice,PaymentMethod,SalesChannel,Supplier,ShippingCost
ORD000642,2023-01-13,C3059,Quinn Martinez,IN,43040,P004,Palo Hierro,Palos,P004-8680,1,124.65,0.0,124.65,Credit Card,Retail,ProGolf Supplies,0.0
ORD000643,2024-07-16,C6931,Quinn Garcia,WI,38937,P001,Gorra,Accesorios,P001-1160,2,23.38,0.0,46.76,Credit Card,Online,GreenLine Sports,10.49
ORD000644,2024-01-06,C7195,Blake Moore,NJ,36012,P001,Gorra,Accesorios,P001-4233,1,25.62,0.0,25.62,PayPal,Retail,Acme Golf Co,0.0
ORD000645,2025-05-07,C8722,Casey Taylor,VT,42412,P001,Gorra,Accesorios,P001-5000,2,27.29,0.0,54.58,Credit Card,Online,Fairway Goods,11.5
ORD000646,2025-03-16,C2647,Cameron Hernandez,CA,96071,P012,Carro de golf,Equipamiento,P012-6305,1,851.96,0.0,851.96,Credit Card,Online,Acme Golf Co,6.25
ORD000647,2024-09-19,C7692,Morgan Brown,AZ,23980,P001,Gorra,Accesorios,P001-5625,2,27.05,0.0,54.1,Credit Card,Online,GreenLine Sports,7.85
ORD000648,2023-03-09,C7249,Riley Hernandez,MD,28179,P012,Carro de golf,Equipamiento,P012-6662,1,815.62,0.0,815.62,Credit Card,Retail,GreenLine Sports,0.0
ORD000649,2024-03-18,C8522,Drew Gonzalez,UT,37718,P001,Gorra,Accesorios,P001-1675,1,27.14,0.0,27.14,Credit Card,Retail,GreenLine Sports,10.37
ORD000650,2025-03-22,C7640,Cameron Lopez,NE,24736,P011,Tee (pack),Accesorios,P011-7124,2,6.29,0.0,12.58,Credit Card,Online,Acme Golf Co,5.18
ORD000651,2023-08-22,C6411,Jamie Martin,AR,69455,P015,Paraguas,Accesorios,P015-9490,1,38.9,1.95,36.95,Gift Card,Online,ProGolf Supplies,11.12
ORD000652,2023-10-19,C1619,Parker Thomas,MA,38619,P005,Guante,Accesorios,P005-3985,3,18.16,0.0,54.48,PayPal,Retail,Fairway Goods,7.3
ORD000653,2024-02-27,C2554,Parker Brown,NC,48474,P001,Gorra,Accesorios,P001-6356,1,24.74,0.0,24.74,Credit Card,Online,GreenLine Sports,2.52
ORD000654,2025-01-31,C1480,Alex Johnson,WI,61748,P010,Toalla,Accesorios,P010-9217,1,12.14,0.0,12.14,Credit Card,Online,GreenLine Sports,8.43
ORD000655,2023-03-31,C9731,Riley Garcia,AR,22625,P001,Gorra,Accesorios,P001-6169,4,24.65,0.0,98.6,Gift Card,Wholesale,EagleTrade Inc,5.2
ORD000656,2025-03-01,C3976,Avery Garcia,NH,14294,P010,Toalla,Accesorios,P010-8950,3,11.75,1.18,34.07,Credit Card,Online,GreenLine Sports,5.77
ORD000657,2024-07-23,C6310,Jamie Davis,LA,75458,P001,Gorra,Accesorios,P001-4489,3,25.7,0.0,77.1,Apple Pay,Online,EagleTrade Inc,10.53
ORD000658,2023-12-13,C2166,Lee Jackson,NE,30204,P001,Gorra,Accesorios,P001-8152,2,25.06,3.76,46.36,PayPal,Online,EagleTrade Inc,9.91
ORD000659,2025-03-29,C7330,Chris Rodriguez,NJ,40989,P014,Gafas de sol,Accesorios,P014-5859,1,83.75,0.0,83.75,Credit Card,Retail,EagleTrade Inc,9.12
ORD000660,2023-01-02,C6345,Quinn Johnson,MA,96406,P006,Zapatos,Calzado,P006-7033,1,144.06,0.0,144.06,PayPal,Retail,Fairway Goods,9.26
ORD000661,2023-02-20,C4507,Robin Jackson,VA,99382,P009,Pantalones,Ropa,P009-6357,1,58.03,2.9,55.13,Credit Card,Online,EagleTrade Inc,7.38
ORD000662,2024-08-02,C3777,Dana Jackson,SD,49813,P001,Gorra,Accesorios,P001-3239,2,23.98,0.0,47.96,Credit Card,Retail,Fairway Goods,0.0
ORD000663,2024-09-21,C5163,Sam Jackson,DE,58931,P001,Gorra,Accesorios,P001-6693,3,24.43,0.0,73.29,Gift Card,Online,ProGolf Supplies,5.86
ORD000664,2023-10-12,C4346,Taylor Gonzalez,VA,39129,P001,Gorra,Accesorios,P001-7281,1,24.68,0.0,24.68,Credit Card,Retail,EagleTrade Inc,7.5
ORD000665,2025-09-03,C8153,Lee Rodriguez,VA,38838,P002,Pelotas,Accesorios,P002-3783,3,14.28,0.0,42.84,Credit Card,Retail,Fairway Goods,8.71
ORD000666,2025-02-09,C4513,Sam Taylor,OK,50658,P005,Guante,Accesorios,P005-2398,2,17.71,0.0,35.42,Credit Card,Retail,Acme Golf Co,5.18
ORD000667,2025-03-11,C7998,Jordan Wilson,GA,95956,P001,Gorra,Accesorios,P001-8470,2,25.02,0.0,50.04,Credit Card,Online,GreenLine Sports,7.55
ORD000668,2024-06-19,C6713,Taylor Martinez,OH,21235,P005,Guante,Accesorios,P005-3293,1,18.5,0.0,18.5,Credit Card,Retail,ProGolf Supplies,8.02
ORD000669,2023-06-23,C2458,Cameron Garcia,FL,34265,P001,Gorra,Accesorios,P001-3764,1,23.34,0.0,23.34,Credit Card,Retail,Fairway Goods,0.0
ORD000670,2025-06-20,C1174,Jesse Davis,MI,17655,P001,Gorra,Accesorios,P001-8268,1,26.03,0.0,26.03,Credit Card,Online,EagleTrade Inc,10.08
ORD000671,2024-02-16,C6638,Robin Johnson,CT,28143,P003,Palo Driver,Palos,P003-7474,1,337.2,16.86,320.34,Credit Card,Retail,ProGolf Supplies,5.44
ORD000672,2023-12-07,C8663,Quinn Johnson,NV,63586,P013,Reloj GPS,Accesorios,P013-8729,1,241.04,0.0,241.04,Credit Card,Retail,ProGolf Supplies,0.0
ORD000673,2024-02-29,C2252,Taylor Martinez,IA,47313,P013,Reloj GPS,Accesorios,P013-2718,1,213.91,0.0,213.91,PayPal,Online,GreenLine Sports,10.22
ORD000674,2023-06-15,C5577,Blake Jackson,RI,95219,P002,Pelotas,Accesorios,P002-1487,1,14.78,0.0,14.78,Credit Card,Online,EagleTrade Inc,15.08
ORD000675,2025-02-27,C5524,Jamie Gonzalez,NM,56286,P001,Gorra,Accesorios,P001-7498,4,25.33,0.0,101.32,Credit Card,Retail,GreenLine Sports,3.44
ORD000676,2024-03-21,C1124,Sam Taylor,IN,13386,P009,Pantalones,Ropa,P009-6264,1,51.04,0.0,51.04,Credit Card,Retail,EagleTrade Inc,0.0
ORD000677,2024-06-26,C3378,Sam Anderson,NM,47098,P007,Bolsa de golf,Bolsas,P007-6565,1,184.73,0.0,184.73,Gift Card,Online,GreenLine Sports,5.76
ORD000678,2025-04-21,C3241,Parker Thomas,ME,35503,P011,Tee (pack),Accesorios,P011-6443,1,6.0,0.0,6.0,Gift Card,Online,ProGolf Supplies,10.14
ORD000679,2023-07-14,C2933,Quinn Martin,MN,95127,P013,Reloj GPS,Accesorios,P013-8886,1,211.33,0.0,211.33,Credit Card,Online,Acme Golf Co,5.81
ORD000680,2025-07-11,C1797,Alex Thomas,NM,12339,P005,Guante,Accesorios,P005-2247,3,18.53,0.0,55.59,Gift Card,Online,ProGolf Supplies,3.5
ORD000681,2025-03-16,C7018,Lee Johnson,MO,45264,P001,Gorra,Accesorios,P001-6061,1,24.03,0.0,24.03,Credit Card,Retail,Fairway Goods,5.99
ORD000682,2025-06-14,C3066,Chris Davis,TN,41804,P003,Palo Driver,Palos,P003-4373,1,331.61,16.58,315.03,Credit Card,Retail,EagleTrade Inc,8.42
ORD000683,2023-06-25,C1717,Jamie Hernandez,WI,72805,P001,Gorra,Accesorios,P001-3217,1,26.16,0.0,26.16,PayPal,Retail,GreenLine Sports,11.07
ORD000684,2025-03-14,C4315,Casey Hernandez,MD,80308,P004,Palo Hierro,Palos,P004-2475,1,116.2,0.0,116.2,PayPal,Online,Fairway Goods,4.61
ORD000685,2023-03-31,C8327,Quinn Gonzalez,AZ,28573,P010,Toalla,Accesorios,P010-3482,2,11.82,0.59,23.05,Gift Card,Online,Fairway Goods,8.26
ORD000686,2024-10-13,C5873,Robin Thomas,MS,24493,P002,Pelotas,Accesorios,P002-8472,1,15.48,0.0,15.48,Gift Card,Retail,Fairway Goods,12.8
ORD000687,2024-09-25,C3541,Lee Hernandez,CA,42223,P001,Gorra,Accesorios,P001-5000,2,24.12,0.0,48.24,PayPal,Retail,GreenLine Sports,0.0
ORD000688,2024-07-12,C5132,Jesse Taylor,SC,56622,P007,Bolsa de golf,Bolsas,P007-9342,1,187.57,0.0,187.57,Credit Card,Retail,ProGolf Supplies,6.95
ORD000689,2024-03-27,C9231,Riley Gonzalez,MN,68844,P001,Gorra,Accesorios,P001-2976,2,23.65,0.0,47.3,Apple Pay,Retail,EagleTrade Inc,10.73
ORD000690,2024-12-05,C4164,Alex Brown,WI,37899,P001,Gorra,Accesorios,P001-9677,1,24.2,0.0,24.2,Gift Card,Online,ProGolf Supplies,2.83
ORD000691,2023-03-19,C4081,Chris Lopez,WV,43961,P007,Bolsa de golf,Bolsas,P007-3625,1,184.99,0.0,184.99,Credit Card,Online,GreenLine Sports,2.6
ORD000692,2023-02-23,C4384,Riley Hernandez,MN,62384,P001,Gorra,Accesorios,P001-7145,1,24.33,0.0,24.33,PayPal,Online,Fairway Goods,6.97
ORD000693,2023-02-21,C5392,Sam Anderson,TN,74210,P002,Pelotas,Accesorios,P002-3104,2,15.55,0.0,31.1,Gift Card,Retail,Fairway Goods,0.0
ORD000694,2023-02-21,C9475,Riley Davis,WV,96074,P001,Gorra,Accesorios,P001-1207,1,23.89,0.0,23.89,Gift Card,Online,EagleTrade Inc,9.76
ORD000695,2023-11-08,C7995,Alex Williams,IL,82794,P013,Reloj GPS,Accesorios,P013-4305,1,211.34,0.0,211.34,Credit Card,Online,EagleTrade Inc,14.39
ORD000696,2023-08-12,C4789,Avery Jackson,NY,54481,P002,Pelotas,Accesorios,P002-2283,1,15.59,3.12,12.47,Credit Card,Online,ProGolf Supplies,5.96
ORD000697,2023-01-29,C4159,Jesse Lopez,NH,58454,P005,Guante,Accesorios,P005-3153,4,16.84,0.0,67.36,Credit Card,Online,ProGolf Supplies,10.69
ORD000698,2024-02-23,C3408,Sam Martinez,GA,18350,P001,Gorra,Accesorios,P001-5891,1,26.0,0.0,26.0,Credit Card,Online,ProGolf Supplies,6.73
ORD000699,2024-01-06,C7987,Cameron Davis,WA,78953,P001,Gorra,Accesorios,P001-2609,1,26.57,0.0,26.57,Gift Card,Online,GreenLine Sports,18.36
ORD000700,2024-10-07,C1532,Parker Jackson,ID,37529,P012,Carro de golf,Equipamiento,P012-6111,1,820.51,0.0,820.51,PayPal,Online,ProGolf Supplies,12.39
ORD000701,2024-02-15,C1401,Morgan Davis,DE,51994,P001,Gorra,Accesorios,P001-9114,1,25.6,0.0,25.6,PayPal,Online,Acme Golf Co,15.33
ORD000702,2025-08-31,C6066,Dana Williams,RI,70286,P001,Gorra,Accesorios,P001-7179,1,24.73,0.0,24.73,Credit Card,Online,ProGolf Supplies,7.19
ORD000703,2023-05-01,C9884,Quinn Rodriguez,MD,79522,P001,Gorra,Accesorios,P001-9705,1,22.71,0.0,22.71,PayPal,Retail,ProGolf Supplies,8.01
ORD000704,2023-07-31,C4995,Chris Hernandez,PA,90255,P003,Palo Driver,Palos,P003-9909,1,371.95,0.0,371.95,Credit Card,Online,GreenLine Sports,5.02
ORD000705,2025-06-12,C7065,Alex Garcia,ID,45656,P002,Pelotas,Accesorios,P002-5950,3,15.44,0.0,46.32,Credit Card,Retail,Fairway Goods,0.0
ORD000706,2024-12-10,C9853,Jordan Jones,WA,26239,P005,Guante,Accesorios,P005-7209,2,18.16,0.0,36.32,Credit Card,Retail,Fairway Goods,0.0
ORD000707,2023-09-09,C8129,Cameron Hernandez,OK,31773,P005,Guante,Accesorios,P005-8240,1,17.27,0.0,17.27,Credit Card,Retail,Fairway Goods,0.0
ORD000708,2023-02-08,C9061,Casey Brown,AR,92664,P011,Tee (pack),Accesorios,P011-9873,1,5.68,0.0,5.68,Apple Pay,Retail,ProGolf Supplies,8.17
ORD000709,2025-02-03,C1009,Morgan Garcia,KS,94188,P008,Camiseta,Ropa,P008-8472,1,36.59,0.0,36.59,Credit Card,Online,Acme Golf Co,8.68
ORD000710,2025-03-26,C9081,Sam Williams,NV,62767,P010,Toalla,Accesorios,P010-6432,4,12.81,0.0,51.24,PayPal,Online,Acme Golf Co,11.21
ORD000711,2024-05-19,C5817,Jesse Wilson,MO,72879,P001,Gorra,Accesorios,P001-1581,1,25.85,0.0,25.85,Credit Card,Online,ProGolf Supplies,1.9
ORD000712,2024-10-19,C2739,Morgan Garcia,MO,13072,P004,Palo Hierro,Palos,P004-4026,1,129.67,0.0,129.67,Credit Card,Online,GreenLine Sports,5.85
ORD000713,2023-08-18,C6335,Jordan Miller,HI,36156,P004,Palo Hierro,Palos,P004-7086,1,130.29,0.0,130.29,Credit Card,Online,Fairway Goods,6.94
ORD000714,2025-08-26,C5346,Quinn Anderson,TN,33292,P001,Gorra,Accesorios,P001-7697,2,27.11,0.0,54.22,Credit Card,Wholesale,EagleTrade Inc,5.67
ORD000715,2025-06-19,C1595,Sam Anderson,NH,20746,P001,Gorra,Accesorios,P001-9946,2,25.65,0.0,51.3,Gift Card,Online,ProGolf Supplies,2.55
ORD000716,2024-09-21,C6936,Lee Miller,NC,69924,P001,Gorra,Accesorios,P001-7253,3,25.09,0.0,75.27,Credit Card,Online,GreenLine Sports,5.68
ORD000717,2023-08-02,C3168,Avery Davis,FL,93373,P013,Reloj GPS,Accesorios,P013-5316,1,214.59,0.0,214.59,Credit Card,Online,EagleTrade Inc,11.03
ORD000718,2023-12-10,C2548,Parker Williams,IN,60421,P012,Carro de golf,Equipamiento,P012-2805,1,825.34,0.0,825.34,Credit Card,Online,Fairway Goods,10.01
ORD000719,2024-01-08,C7653,Taylor Anderson,WI,47294,P011,Tee (pack),Accesorios,P011-3249,2,5.91,0.0,11.82,PayPal,Retail,ProGolf Supplies,7.99
ORD000720,2024-08-28,C7075,Jamie Martinez,NC,85247,P011,Tee (pack),Accesorios,P011-4909,1,5.93,0.0,5.93,Credit Card,Online,EagleTrade Inc,14.78
ORD000721,2024-12-03,C6765,Avery Johnson,DE,52154,P001,Gorra,Accesorios,P001-1048,1,23.4,0.0,23.4,Credit Card,Retail,EagleTrade Inc,4.96
ORD000722,2023-10-17,C4719,Parker Johnson,AR,81682,P011,Tee (pack),Accesorios,P011-2158,1,6.18,0.0,6.18,PayPal,Retail,Acme Golf Co,0.0
ORD000723,2025-01-26,C8647,Riley Moore,CO,53779,P008,Camiseta,Ropa,P008-3132,1,40.74,0.0,40.74,Gift Card,Retail,EagleTrade Inc,0.0
ORD000724,2023-04-11,C7388,Taylor Hernandez,DE,44796,P001,Gorra,Accesorios,P001-4935,1,23.83,0.0,23.83,PayPal,Online,Acme Golf Co,5.6
ORD000725,2023-12-26,C7988,Avery Garcia,CA,86015,P002,Pelotas,Accesorios,P002-4949,1,14.41,0.0,14.41,PayPal,Online,Fairway Goods,13.42
ORD000726,2023-09-06,C8299,Sam Rodriguez,OR,51837,P006,Zapatos,Calzado,P006-5214,1,138.81,0.0,138.81,Apple Pay,Retail,EagleTrade Inc,0.0
ORD000727,2025-05-15,C6057,Dana Lopez,TN,94193,P006,Zapatos,Calzado,P006-5770,1,137.06,0.0,137.06,PayPal,Online,Acme Golf Co,8.85
ORD000728,2025-08-07,C8435,Alex Taylor,MD,76922,P002,Pelotas,Accesorios,P002-2803,1,15.13,0.0,15.13,Credit Card,Online,GreenLine Sports,0.0
ORD000729,2023-07-13,C2574,Skyler Thomas,KY,28865,P002,Pelotas,Accesorios,P002-2110,1,14.51,0.0,14.51,PayPal,Online,EagleTrade Inc,7.34
ORD000730,2023-04-20,C7728,Avery Miller,LA,98057,P003,Palo Driver,Palos,P003-5516,1,367.06,0.0,367.06,Gift Card,Retail,EagleTrade Inc,13.07
ORD000731,2023-09-02,C7812,Robin Anderson,AZ,25605,P009,Pantalones,Ropa,P009-7873,1,56.24,0.0,56.24,Gift Card,Retail,GreenLine Sports,10.58
ORD000732,2023-09-21,C8280,Jesse Lopez,OK,78990,P002,Pelotas,Accesorios,P002-6859,4,14.85,0.0,59.4,Apple Pay,Online,ProGolf Supplies,5.7
ORD000733,2024-11-15,C5244,Jesse Brown,DE,99732,P009,Pantalones,Ropa,P009-8920,1,57.43,0.0,57.43,Gift Card,Online,ProGolf Supplies,7.97
ORD000734,2024-10-06,C6348,Jordan Williams,MN,64137,P001,Gorra,Accesorios,P001-7533,3,24.98,0.0,74.94,Credit Card,Retail,ProGolf Supplies,7.23
ORD000735,2023-02-17,C7520,Quinn Taylor,IA,20337,P010,Toalla,Accesorios,P010-1036,1,12.3,0.0,12.3,PayPal,Retail,EagleTrade Inc,0.0
ORD000736,2024-10-06,C5604,Drew Smith,OR,39950,P011,Tee (pack),Accesorios,P011-5335,1,5.9,0.0,5.9,Credit Card,Online,Acme Golf Co,5.21
ORD000737,2023-04-02,C3834,Alex Thomas,WY,14783,P002,Pelotas,Accesorios,P002-4506,3,14.77,0.0,44.31,Credit Card,Online,Acme Golf Co,5.09
ORD000738,2023-03-10,C5675,Jamie Lopez,IL,94724,P009,Pantalones,Ropa,P009-2350,1,56.24,0.0,56.24,Credit Card,Online,ProGolf Supplies,6.13
ORD000739,2024-01-25,C6030,Robin Wilson,IL,94285,P002,Pelotas,Accesorios,P002-2347,1,15.26,0.0,15.26,Credit Card,Online,Fairway Goods,4.77
ORD000740,2023-12-06,C6922,Jamie Jones,PA,11000,P002,Pelotas,Accesorios,P002-4381,1,15.39,0.0,15.39,Credit Card,Online,GreenLine Sports,5.71
ORD000741,2025-06-01,C1097,Jamie Martin,ID,85434,P013,Reloj GPS,Accesorios,P013-4585,1,220.5,0.0,220.5,Credit Card,Online,ProGolf Supplies,6.76
ORD000742,2024-03-29,C2968,Skyler Thomas,RI,75363,P001,Gorra,Accesorios,P001-6651,1,25.91,0.0,25.91,Credit Card,Online,Acme Golf Co,6.79
ORD000743,2025-08-03,C4134,Jesse Brown,ND,51276,P003,Palo Driver,Palos,P003-7778,1,348.61,0.0,348.61,PayPal,Retail,Acme Golf Co,0.0
ORD000744,2023-08-08,C8085,Jordan Garcia,HI,25119,P005,Guante,Accesorios,P005-2001,1,18.93,0.0,18.93,Credit Card,Retail,GreenLine Sports,7.01
ORD000745,2024-07-04,C3501,Sam Davis,MS,65454,P006,Zapatos,Calzado,P006-6098,1,145.83,0.0,145.83,Credit Card,Online,EagleTrade Inc,4.29
ORD000746,2025-05-22,C9597,Cameron Moore,ME,75006,P001,Gorra,Accesorios,P001-7053,1,27.96,5.59,22.37,Gift Card,Online,Fairway Goods,8.13
ORD000747,2024-08-07,C3986,Skyler Hernandez,MS,10472,P001,Gorra,Accesorios,P001-1682,2,25.4,0.0,50.8,Credit Card,Retail,GreenLine Sports,10.23
ORD000748,2024-08-02,C3851,Parker Jackson,OH,24292,P001,Gorra,Accesorios,P001-8535,2,25.16,3.77,46.55,Credit Card,Online,ProGolf Supplies,6.77
ORD000749,2023-12-28,C4432,Jamie Williams,WY,11856,P008,Camiseta,Ropa,P008-3047,2,40.64,0.0,81.28,Gift Card,Online,Acme Golf Co,9.69
ORD000750,2023-10-03,C5567,Alex Davis,MO,15501,P001,Gorra,Accesorios,P001-1076,1,25.67,0.0,25.67,Credit Card,Online,EagleTrade Inc,11.8
ORD000751,2024-01-26,C4464,Parker Thomas,IN,86842,P012,Carro de golf,Equipamiento,P012-1292,1,819.0,0.0,819.0,PayPal,Retail,Acme Golf Co,0.0
ORD000752,2025-02-06,C3246,Drew Martin,VT,20187,P004,Palo Hierro,Palos,P004-5468,1,109.77,10.98,98.79,Credit Card,Retail,Acme Golf Co,0.0
ORD000753,2024-11-19,C6738,Parker Johnson,ND,42374,P001,Gorra,Accesorios,P001-4538,1,26.07,0.0,26.07,Credit Card,Online,EagleTrade Inc,5.6
ORD000754,2024-11-21,C5372,Casey Davis,NC,34622,P006,Zapatos,Calzado,P006-2528,1,138.77,0.0,138.77,Credit Card,Online,Fairway Goods,13.18
ORD000755,2025-08-27,C1243,Dana Gonzalez,OK,65917,P002,Pelotas,Accesorios,P002-5730,1,14.68,0.0,14.68,Credit Card,Online,Fairway Goods,11.83
ORD000756,2024-08-08,C8351,Parker Williams,NJ,24495,P001,Gorra,Accesorios,P001-4441,2,24.88,0.0,49.76,Credit Card,Retail,ProGolf Supplies,0.0
ORD000757,2024-03-19,C7720,Jamie Williams,RI,34399,P001,Gorra,Accesorios,P001-5463,1,25.84,0.0,25.84,Credit Card,Online,Fairway Goods,8.38
ORD000758,2023-11-03,C5288,Robin Davis,CT,70486,P008,Camiseta,Ropa,P008-9636,1,39.21,0.0,39.21,Credit Card,Retail,Fairway Goods,0.0
ORD000759,2024-11-20,C9124,Avery Brown,MD,43656,P001,Gorra,Accesorios,P001-8585,4,23.01,0.0,92.04,Credit Card,Online,Fairway Goods,5.04
ORD000760,2025-07-31,C4173,Parker Martin,AZ,64350,P003,Palo Driver,Palos,P003-5112,1,354.81,0.0,354.81,PayPal,Online,Acme Golf Co,7.81
ORD000761,2025-09-03,C3708,Blake Martinez,NJ,69601,P009,Pantalones,Ropa,P009-3447,1,57.53,0.0,57.53,Credit Card,Retail,Acme Golf Co,11.28
ORD000762,2023-04-12,C1507,Sam Taylor,ID,94046,P006,Zapatos,Calzado,P006-2770,1,134.15,0.0,134.15,Credit Card,Retail,GreenLine Sports,3.69
ORD000763,2024-07-19,C7562,Riley Hernandez,NE,91217,P001,Gorra,Accesorios,P001-5691,1,24.97,0.0,24.97,PayPal,Online,ProGolf Supplies,9.84
ORD000764,2023-02-09,C8291,Cameron Gonzalez,SC,89016,P001,Gorra,Accesorios,P001-7344,2,23.47,0.0,46.94,Credit Card,Online,Fairway Goods,11.28
ORD000765,2025-03-26,C9935,Blake Brown,MO,71263,P014,Gafas de sol,Accesorios,P014-9402,2,88.31,0.0,176.62,Credit Card,Online,EagleTrade Inc,12.34
ORD000766,2025-03-18,C9586,Taylor Jackson,NC,26822,P001,Gorra,Accesorios,P001-8582,3,25.6,0.0,76.8,Credit Card,Retail,Fairway Goods,7.32
ORD000767,2023-04-29,C5876,Parker Wilson,WY,78624,P005,Guante,Accesorios,P005-4017,3,17.4,3.48,48.72,PayPal,Online,Fairway Goods,10.43
ORD000768,2025-04-14,C5417,Casey Wilson,TX,48289,P009,Pantalones,Ropa,P009-8924,1,60.73,0.0,60.73,Credit Card,Retail,Fairway Goods,8.77
ORD000769,2025-05-24,C8467,Robin Garcia,GA,35798,P009,Pantalones,Ropa,P009-8703,1,60.9,0.0,60.9,Gift Card,Retail,ProGolf Supplies,0.0
ORD000770,2024-06-11,C8796,Jesse Garcia,WA,78866,P015,Paraguas,Accesorios,P015-2448,1,35.0,0.0,35.0,Credit Card,Retail,EagleTrade Inc,4.31
ORD000771,2025-06-13,C4347,Jesse Williams,NV,66730,P009,Pantalones,Ropa,P009-4874,1,57.04,0.0,57.04,Gift Card,Online,EagleTrade Inc,8.45
ORD000772,2024-02-03,C3067,Blake Rodriguez,DE,95200,P002,Pelotas,Accesorios,P002-9121,2,15.4,0.77,30.03,Credit Card,Retail,GreenLine Sports,0.0
ORD000773,2023-03-13,C1343,Riley Hernandez,RI,66734,P011,Tee (pack),Accesorios,P011-4623,3,5.97,0.0,17.91,PayPal,Retail,ProGolf Supplies,0.0
ORD000774,2025-06-13,C3265,Alex Thomas,ME,43128,P001,Gorra,Accesorios,P001-2076,2,26.03,0.0,52.06,Apple Pay,Retail,GreenLine Sports,1.05
ORD000775,2023-05-05,C8605,Alex Martinez,MI,72226,P001,Gorra,Accesorios,P001-7989,1,24.38,0.0,24.38,Credit Card,Online,Fairway Goods,6.51
ORD000776,2024-08-20,C2469,Parker Miller,NE,10138,P008,Camiseta,Ropa,P008-8155,1,39.37,0.0,39.37,Credit Card,Online,GreenLine Sports,9.87
ORD000777,2025-04-28,C7487,Jamie Jackson,ND,59941,P011,Tee (pack),Accesorios,P011-7483,2,6.05,0.0,12.1,Gift Card,Online,Fairway Goods,12.64
ORD000778,2023-02-21,C4361,Chris Jones,TX,59930,P006,Zapatos,Calzado,P006-6049,1,143.18,0.0,143.18,Apple Pay,Online,ProGolf Supplies,9.63
ORD000779,2023-09-23,C6912,Riley Davis,OH,59665,P001,Gorra,Accesorios,P001-5005,1,24.54,0.0,24.54,Credit Card,Retail,GreenLine Sports,11.85
ORD000780,2025-10-12,C2178,Quinn Jackson,VA,19983,P006,Zapatos,Calzado,P006-6396,1,130.36,19.55,110.81,Credit Card,Retail,EagleTrade Inc,0.0
ORD000781,2025-06-03,C3928,Skyler Anderson,AR,34422,P014,Gafas de sol,Accesorios,P014-6247,1,87.17,0.0,87.17,Credit Card,Online,GreenLine Sports,6.39
ORD000782,2023-12-26,C2029,Robin Hernandez,NJ,10124,P003,Palo Driver,Palos,P003-4210,1,351.37,0.0,351.37,Credit Card,Online,EagleTrade Inc,7.68
ORD000783,2025-06-25,C5218,Lee Rodriguez,OH,87573,P002,Pelotas,Accesorios,P002-3862,2,15.56,1.56,29.56,PayPal,Online,Acme Golf Co,8.55
ORD000784,2023-03-27,C4180,Alex Anderson,WA,48261,P002,Pelotas,Accesorios,P002-7267,3,15.39,0.0,46.17,Credit Card,Online,ProGolf Supplies,8.97
ORD000785,2025-07-20,C9582,Blake Jackson,NC,74159,P001,Gorra,Accesorios,P001-2263,1,22.87,0.0,22.87,Credit Card,Online,Fairway Goods,15.16
ORD000786,2024-11-06,C9040,Riley Anderson,HI,64079,P015,Paraguas,Accesorios,P015-6511,1,36.28,0.0,36.28,PayPal,Online,ProGolf Supplies,8.39
ORD000787,2025-09-21,C5887,Quinn Jackson,SD,40512,P001,Gorra,Accesorios,P001-2479,1,23.66,0.0,23.66,PayPal,Online,ProGolf Supplies,6.0
ORD000788,2025-05-31,C7222,Jordan Miller,AR,76755,P010,Toalla,Accesorios,P010-3002,1,12.85,0.0,12.85,Credit Card,Online,GreenLine Sports,1.5
ORD000789,2024-03-11,C8175,Jesse Miller,ID,21124,P001,Gorra,Accesorios,P001-3127,1,24.14,0.0,24.14,Credit Card,Online,Acme Golf Co,5.23
ORD000790,2025-10-01,C3461,Alex Garcia,KY,45933,P012,Carro de golf,Equipamiento,P012-1802,1,853.8,0.0,853.8,PayPal,Online,Acme Golf Co,5.37
ORD000791,2025-10-17,C3928,Lee Garcia,MN,74898,P008,Camiseta,Ropa,P008-9114,1,45.65,0.0,45.65,Credit Card,Online,Fairway Goods,8.99
ORD000792,2025-03-13,C3911,Alex Lopez,DE,10085,P008,Camiseta,Ropa,P008-1036,1,40.2,8.04,32.16,PayPal,Retail,Acme Golf Co,3.78
ORD000793,2025-01-10,C5153,Lee Anderson,AK,24823,P002,Pelotas,Accesorios,P002-2364,1,15.75,0.0,15.75,Credit Card,Online,EagleTrade Inc,14.3
ORD000794,2025-06-06,C8185,Chris Thomas,AK,52462,P001,Gorra,Accesorios,P001-8944,3,26.55,0.0,79.65,Credit Card,Retail,EagleTrade Inc,0.0
ORD000795,2025-02-28,C3966,Riley Hernandez,GA,94647,P005,Guante,Accesorios,P005-9911,2,18.02,0.0,36.04,Credit Card,Online,EagleTrade Inc,5.66
ORD000796,2023-07-02,C9274,Blake Jackson,TX,97252,P008,Camiseta,Ropa,P008-2374,2,37.92,0.0,75.84,Credit Card,Online,ProGolf Supplies,7.73
ORD000797,2025-09-12,C9034,Quinn Garcia,WA,71855,P007,Bolsa de golf,Bolsas,P007-9290,1,166.83,0.0,166.83,Gift Card,Online,Fairway Goods,4.53
ORD000798,2023-09-28,C4185,Jordan Miller,MT,74765,P005,Guante,Accesorios,P005-4003,3,16.62,0.0,49.86,Gift Card,Online,Acme Golf Co,9.62
